,IDs,Age,Annual_Income,Investment_Amount,Risk_Tolerance_Score,Months_of_Investing_Experience,Number_of_Active_Investments,Potential_Return_Rate,Investment_Duration,Investment_to_Income_Ratio,Education,Employment_Status,Marital_Status,Owns_Property,Has_Dependents,Investment_Sector,Has_Investment_Advisor
10559,10913,49.0,80129.8897460505,150123.0,328,45,1.0,4.48,24,0.67,4,1,2,0,0,1,0,
10560,10914,53.0,34484.0,131814.590994711,322,1,1.0,16.97,48,0.61,2,1,3,0,1,1,0,
10561,10915,32.0,16916.0,88157.0,399,55,1.0,20.47,12,0.41,1,1,3,0,1,4,0,
10562,10916,44.3232547279944,138338.0,168190.0,804,104,3.0,12.78,12,0.48,4,1,1,1,1,5,1,
10563,10917,60.0,20320.0,103560.0,324,105,3.0,6.42,12,0.8,3,3,1,1,0,5,1,
10564,10918,46.0,49678.0,84421.0,825,115,4.0,14.22,48,0.67,2,4,2,1,0,4,1,
10565,10919,26.0,80129.8897460505,144636.0,522,14,2.0,21.76,36,0.22,2,2,3,0,0,5,1,
10566,10920,22.0,34439.0,198161.0,606,5,1.0,11.37,60,0.78,4,4,3,0,0,1,0,
10567,10921,40.0,15114.0,76568.0,446,68,3.0,21.77,24,0.81,2,3,3,0,0,2,1,
10568,10922,49.0,71377.0,102107.0,406,17,4.0,9.11,12,0.58,1,4,3,0,0,1,0,
10569,10923,33.0,86770.0,75350.0,538,29,2.0,21.11,60,0.46,3,1,1,0,0,4,0,
10570,10924,34.0,119913.0,104424.0,471,61,3.0,15.88,12,0.14,2,1,1,1,1,4,1,
10571,10925,44.3232547279944,43701.0,113146.0,722,56,4.0,12.68,24,0.65,4,1,1,1,0,5,0,
10572,10926,57.0,53850.0,235622.0,428,75,3.0,19.96,24,0.15,4,1,3,0,1,2,0,
10573,10927,54.0,19489.0,223800.0,416,101,3.0,12.73,60,0.42,4,2,2,1,0,3,1,
10574,10928,42.0,78507.0,37512.0,433,20,4.0,20.39,60,0.45,4,4,1,1,0,5,1,
10575,10929,28.0,41061.0,131814.590994711,841,1,2.0,21.27,12,0.57,4,3,1,1,0,4,0,
10576,10930,61.0,93629.0,121767.0,656,46,1.0,18.82,12,0.32,2,1,3,1,1,5,0,
10577,10931,44.3232547279944,39120.0,124380.0,643,102,3.0,12.65,36,0.6,3,3,1,1,0,2,0,
10578,10932,57.0,103121.0,126470.0,779,71,1.0,24.72,60,0.51,2,4,3,1,1,3,0,
10579,10933,28.0,113555.0,13574.0,565,1,2.0,17.31,24,0.64,3,3,1,1,1,4,1,
10580,10934,44.3232547279944,81334.0,230070.0,481,11,4.0,23.77,36,0.87,1,2,3,0,0,3,0,
10581,10935,44.3232547279944,70573.0,130376.0,409,64,2.0,9.78,12,0.71,4,3,1,0,0,3,0,
10582,10936,22.0,20558.0,131814.590994711,336,28,3.0,17.29,60,0.23,1,4,1,0,1,4,1,
10583,10937,44.3232547279944,86151.0,6497.0,810,77,4.0,19.86,36,0.54,1,1,1,0,0,2,0,
10584,10938,53.0,84199.0,165590.0,311,49,2.0,9.33,12,0.53,2,3,1,1,1,4,1,
10585,10939,29.0,38215.0,142372.0,821,114,4.0,17.34,12,0.14,4,2,2,0,0,1,1,
10586,10940,44.3232547279944,16461.0,134843.0,643,90,1.0,19.96,12,0.89,4,2,1,1,0,3,0,
10587,10941,30.0,53282.0,131814.590994711,1031,73,1.0,20.59,12,0.28,4,2,3,1,1,2,1,
10588,10942,45.0,72026.0,162728.0,822,45,2.52142419914303,5.47,12,0.82,2,3,1,1,1,5,0,
10589,10943,26.0,63985.0,240000.0,318,49,1.0,12.59,12,0.26,3,3,3,1,1,4,1,
10590,10944,43.0,45467.0,76252.0,795,72,4.0,10.45,60,0.78,2,3,1,0,1,5,0,
10591,10945,35.0,98955.0,131814.590994711,1074,84,2.0,9.14,12,0.44,4,3,1,1,0,3,1,
10592,10946,63.0,140978.0,18777.0,691,21,4.0,19.66,12,0.12,2,2,1,0,1,4,1,
10593,10947,68.0,122708.0,15161.0,538,68,2.0,6.91,48,0.14,3,3,1,1,0,1,1,
10594,10948,30.0,55182.0,111117.0,328,50,1.0,23.77,36,0.9,1,3,2,1,1,3,1,
10595,10949,33.0,53094.0,232716.0,509,75,2.52142419914303,13.2,12,0.41,3,2,2,0,1,4,1,
10596,10950,39.0,122516.0,131814.590994711,591,98,1.0,22.38,24,0.83,3,2,1,1,1,5,0,
10597,10951,63.0,104179.0,191367.0,635,5,3.0,22.08,60,0.46,4,1,3,0,1,5,1,
10598,10952,49.0,28471.0,242095.0,530,47,3.0,5.36,12,0.21,1,4,2,0,0,4,1,
10599,10953,39.0,143127.0,123705.0,575,71,2.0,15.39,60,0.45,2,3,1,1,1,2,0,
10600,10954,49.0,24176.0,33795.0,731,81,4.0,10.93,36,0.58,3,1,3,1,0,1,0,
10601,10955,23.0,86623.0,20155.0,1034,35,3.0,14.51,60,0.54,3,3,2,0,0,4,1,
10602,10956,18.0,112022.0,209257.0,344,61,4.0,18.6,48,0.47,3,2,1,0,0,1,1,
10603,10957,39.0,33773.0,174958.0,451,103,3.0,11.62,24,0.18,4,3,1,1,0,4,0,
10604,10958,48.0,135843.0,221320.0,646,8,3.0,3.99,24,0.31,4,1,2,1,1,1,0,
10605,10959,44.3232547279944,117205.0,162196.0,542,46,4.0,14.0743642237595,48,0.35,4,2,3,1,0,1,1,
10606,10960,28.0,127175.0,238270.0,540,111,2.0,3.97,36,0.15,3,2,1,1,1,3,0,
10607,10961,19.0,121029.0,41549.0,445,100,2.0,14.1,48,0.84,1,2,1,0,0,5,0,
10608,10962,52.0,135349.0,92031.0,386,88,2.0,8.01,48,0.69,4,4,3,0,0,3,1,
10609,10963,44.0,61218.0,146288.0,463,109,3.0,6.63,36,0.16,3,3,2,1,0,3,1,
10610,10964,59.0,72038.0,51261.0,435,87,4.0,9.04,60,0.3,4,1,1,1,1,5,0,
10611,10965,61.0,49158.0,219852.0,524,60,3.0,11.57,36,0.84,2,2,1,1,1,3,1,
10612,10966,32.0,131943.0,83344.0,486,98,1.0,14.94,12,0.55,3,3,1,0,0,1,0,
10613,10967,28.0,47549.0,73795.0,762,75,1.0,9.99,12,0.31,4,1,1,0,1,4,0,
10614,10968,48.0,143318.0,131814.590994711,830,101,1.0,19.25,48,0.84,2,1,1,0,0,4,1,
10615,10969,48.0,134273.0,78498.0,1013,30,4.0,17.53,48,0.11,1,3,1,1,1,2,1,
10616,10970,44.3232547279944,112014.0,115550.0,496,100,3.0,10.34,48,0.46,3,2,1,0,0,3,0,
10617,10971,36.0,145451.0,125243.0,634,42,2.52142419914303,24.9,24,0.72,2,3,1,0,1,2,0,
10618,10972,54.0,80129.8897460505,62873.0,557,8,4.0,2.35,60,0.4,1,1,3,1,0,3,0,
10619,10973,26.0,43106.0,210471.0,396,87,4.0,16.21,24,0.4,4,3,1,0,0,2,1,
10620,10974,33.0,78238.0,63885.0,344,3,4.0,3.21,24,0.88,2,3,2,0,1,2,0,
10621,10975,29.0,104579.0,221968.0,374,30,3.0,23.46,60,0.73,3,1,1,1,1,4,0,
10622,10976,61.0,118869.0,247192.0,654,31,3.0,17.57,36,0.51,4,4,1,1,1,1,1,
10623,10977,35.0,137683.0,142662.0,1016,4,1.0,12.75,36,0.39,3,2,1,1,1,3,0,
10624,10978,29.0,112284.0,161595.0,443,107,2.0,8.46,60,0.58,1,3,1,0,0,5,1,
10625,10979,45.0,79631.0,235179.0,543,21,1.0,24.5,24,0.72,4,4,3,1,0,2,1,
10626,10980,50.0,66478.0,131814.590994711,378,1,4.0,6.94,60,0.33,2,4,2,0,1,3,1,
10627,10981,26.0,116019.0,228004.0,331,46,4.0,17.65,12,0.36,2,4,2,1,1,5,1,
10628,10982,26.0,86564.0,42382.0,304,44,4.0,3.13,36,0.13,3,4,3,0,0,5,0,
10629,10983,68.0,62203.0,185853.0,1022,76,3.0,15.91,36,0.63,3,1,2,0,0,4,0,
10630,10984,44.3232547279944,80129.8897460505,158424.0,843,57,3.0,5.76,24,0.18,3,3,1,1,0,5,0,
10631,10985,44.3232547279944,16540.0,131814.590994711,454,40,1.0,2.63,48,0.24,1,2,3,0,0,5,1,
10632,10986,57.0,41828.0,79903.0,512,89,1.0,19.16,24,0.45,1,4,2,1,0,3,0,
10633,10987,44.3232547279944,84780.0,199579.0,462,34,2.0,7.92,60,0.73,3,2,3,0,0,2,0,
10634,10988,48.0,59662.0,218291.0,697,3,1.0,21.46,24,0.22,4,4,1,1,0,3,0,
10635,10989,62.0,99508.0,129265.0,750,1,4.0,2.79,24,0.64,3,4,2,1,0,4,1,
10636,10990,49.0,127470.0,196372.0,540,78,2.0,14.23,12,0.7,4,4,1,0,0,2,1,
10637,10991,23.0,148735.0,217974.0,838,83,1.0,5.04,24,0.8,4,1,1,0,1,5,0,
10638,10992,24.0,65205.0,135062.0,799,55,3.0,19.0,24,0.13,1,3,1,0,1,4,0,
10639,10993,47.0,106886.0,44185.0,491,116,2.52142419914303,12.86,36,0.27,1,1,2,1,1,2,1,
10640,10994,46.0,95284.0,39064.0,541,16,1.0,7.74,48,0.26,4,3,1,1,1,3,0,
10641,10995,47.0,104866.0,24182.0,580,16,4.0,15.76,60,0.27,1,1,3,0,0,1,0,
10642,10996,52.0,17569.0,186252.0,403,29,4.0,18.36,24,0.64,1,4,2,1,0,3,0,
10643,10997,53.0,80129.8897460505,151767.0,647,112,1.0,18.59,48,0.21,1,2,2,0,0,4,0,
10644,10998,53.0,63286.0,234737.0,554,48,3.0,9.95,12,0.67,4,2,2,0,1,3,0,
10645,10999,62.0,125458.0,73324.0,360,3,1.0,7.18,60,0.78,1,2,1,1,0,5,0,
10646,11000,45.0,22827.0,148282.0,811,79,2.0,14.0743642237595,48,0.52,1,3,2,1,0,2,0,
10647,11001,65.0,86317.0,46022.0,834,107,2.0,2.94,24,0.47,2,1,1,1,1,2,0,
10648,11002,50.0,80129.8897460505,244891.0,773,70,1.0,14.0743642237595,12,0.64,2,1,1,2,1,4,1,
10649,11003,49.0,118503.0,144138.0,392,117,1.0,19.69,24,0.75,3,2,3,1,0,3,0,
10650,11004,32.0,67600.0,133333.0,630,6,1.0,17.39,60,0.89,4,4,2,0,0,1,0,
10651,11005,18.0,70888.0,156721.0,413,33,3.0,13.12,36,0.21,4,3,1,1,0,4,0,
10652,11006,66.0,94983.0,140271.0,441,3,2.0,12.59,36,0.56,3,3,1,1,0,2,1,
10653,11007,35.0,39473.0,245556.0,788,76,4.0,3.29,12,0.44,3,4,1,1,0,1,0,
10654,11008,21.0,36486.0,115485.0,509,77,2.0,11.68,48,0.35,2,1,3,1,1,1,0,
10655,11009,40.0,65725.0,233797.0,303,84,2.0,9.98,12,0.26,2,2,1,1,1,2,1,
10656,11010,26.0,147699.0,73918.0,818,31,3.0,14.0743642237595,36,0.48,1,4,1,1,0,2,1,
10657,11011,20.0,63271.0,40159.0,511,55,2.0,4.55,48,0.24,1,4,3,0,0,4,0,
10658,11012,18.0,29289.0,171010.0,1092,112,2.0,9.4,60,0.38,2,1,1,1,1,2,1,
10659,11013,41.0,50655.0,168657.0,598,103,2.0,13.32,48,0.22,3,2,1,1,0,2,1,
10660,11014,36.0,111316.0,216740.0,472,2,4.0,9.92,48,0.76,4,2,2,0,1,4,0,
10661,11015,56.0,62680.0,224780.0,557,112,4.0,14.0743642237595,36,0.77,2,4,3,1,1,1,1,
10662,11016,40.0,44234.0,7433.0,542,4,1.0,17.79,24,0.4,3,4,3,1,1,2,1,
10663,11017,56.0,80129.8897460505,121683.0,662,81,2.0,16.1,36,0.89,4,2,1,1,1,1,1,
10664,11018,52.0,17233.0,236621.0,322,82,2.0,6.6,24,0.62,1,4,1,0,0,1,0,
10665,11019,51.0,84008.0,45673.0,839,21,2.0,14.0743642237595,24,0.19,4,2,1,0,0,2,0,
10666,11020,59.0,52202.0,6172.0,663,46,2.0,13.87,36,0.48,4,1,1,0,0,1,1,
10667,11021,32.0,139908.0,30706.0,374,93,3.0,18.38,60,0.11,2,1,1,0,1,5,0,
10668,11022,42.0,16689.0,164509.0,1055,93,1.0,20.37,48,0.44,4,2,2,0,1,5,1,
10669,11023,19.0,47772.0,57636.0,660,10,1.0,17.1,36,0.79,1,3,1,0,0,1,0,
10670,11024,19.0,124438.0,131814.590994711,431,17,3.0,14.0743642237595,24,0.22,1,1,1,0,1,1,0,
10671,11025,30.0,38400.0,89820.0,425,14,1.0,4.51,12,0.21,3,1,3,0,1,1,0,
10672,11026,60.0,116046.0,80734.0,636,2,4.0,11.07,48,0.48,2,2,2,1,0,4,1,
10673,11027,26.0,56651.0,109014.0,559,25,4.0,5.66,36,0.32,3,1,1,1,0,3,1,
10674,11028,45.0,28168.0,13385.0,477,8,4.0,13.85,12,0.78,3,3,2,1,1,3,0,
10675,11030,50.0,144328.0,110962.0,437,118,2.0,16.7,60,0.3,2,2,3,1,0,1,0,
10676,11031,22.0,111977.0,196194.0,1032,39,4.0,7.86,36,0.59,4,4,1,0,1,3,1,
10677,11032,47.0,130939.0,140897.0,378,52,1.0,14.28,12,0.78,4,1,3,1,1,4,0,
10678,11033,22.0,52330.0,6755.0,1048,51,3.0,14.32,24,0.83,4,3,1,0,1,4,0,
10679,11034,36.0,44377.0,208620.0,505,49,1.0,19.53,60,0.9,3,1,1,1,0,3,1,
10680,11035,44.3232547279944,37527.0,120838.0,454,72,1.0,17.64,24,0.64,2,1,3,1,0,2,0,
10681,11037,50.0,80129.8897460505,42782.0,608,115,1.0,8.5,60,0.61,3,3,2,1,1,5,1,
10682,11038,62.0,43474.0,131814.590994711,699,90,1.0,14.0743642237595,48,0.36,4,1,3,0,0,2,1,
10683,11039,44.3232547279944,121324.0,204949.0,834,86,4.0,24.79,24,0.48,3,2,2,0,0,4,1,
10684,11040,23.0,29248.0,211729.0,845,20,2.0,4.66,48,0.34,4,2,2,1,0,3,0,
10685,11041,39.0,93972.0,167033.0,500,119,3.0,23.06,24,0.64,3,4,1,1,0,4,1,
10686,11042,28.0,80129.8897460505,17115.0,1048,17,4.0,13.88,24,0.36,4,1,1,1,0,3,1,
10687,11043,27.0,147751.0,174299.0,763,44,3.0,20.0,48,0.67,2,3,1,0,1,1,1,
10688,11044,44.3232547279944,18885.0,153650.0,661,14,4.0,10.0,12,0.43,2,3,3,1,1,4,0,
10689,11045,61.0,81122.0,43611.0,570,110,1.0,17.85,60,0.57,3,3,1,0,0,5,1,
10690,11046,44.3232547279944,36489.0,53223.0,530,29,1.0,21.01,36,0.76,3,3,1,0,0,3,1,
10691,11047,33.0,74512.0,181959.0,787,69,3.0,21.21,12,0.61,1,1,2,1,1,4,0,
10692,11048,66.0,35128.0,93399.0,599,73,2.0,8.14,48,0.8,3,4,3,0,0,5,0,
10693,11049,35.0,16694.0,209385.0,845,3,4.0,17.65,12,0.11,2,3,3,1,1,5,0,
10694,11050,67.0,144756.0,71196.0,701,113,1.0,2.25,12,0.17,1,4,2,0,3,4,1,
10695,11051,50.0,41639.0,136578.0,774,118,4.0,24.69,48,0.86,2,2,1,1,0,3,1,
10696,11052,57.0,95750.0,100343.0,782,2,4.0,20.81,12,0.88,4,2,1,0,1,5,0,
10697,11053,36.0,20576.0,46212.0,728,70,1.0,11.36,24,0.46,3,1,2,0,0,1,0,
10698,11054,44.3232547279944,119526.0,223251.0,641,118,1.0,16.32,12,0.51,1,4,3,1,0,2,1,
10699,11055,54.0,62926.0,84294.0,327,2,2.0,9.48,36,0.56,1,1,3,1,0,4,0,
10700,11056,51.0,59034.0,29133.0,433,28,1.0,16.93,12,0.5,3,1,1,0,0,1,1,
10701,11057,57.0,38303.0,24196.0,301,72,2.0,14.27,60,0.87,1,3,3,1,0,3,1,
10702,11058,22.0,26108.0,173897.0,674,4,2.0,21.28,36,0.1,4,2,1,0,0,4,1,
10703,11059,45.0,125655.0,136375.0,460,113,2.0,10.31,36,0.48,1,3,1,0,1,1,1,
10704,11060,29.0,60972.0,192173.0,842,116,1.0,14.0743642237595,24,0.19,2,3,1,0,1,5,1,
10705,11061,64.0,129336.0,106834.0,1042,2,3.0,20.95,36,0.83,3,4,2,0,0,2,0,
10706,11062,66.0,80129.8897460505,24584.0,358,106,2.0,23.28,60,0.76,1,3,1,1,0,2,0,
10707,11063,32.0,41821.0,194256.0,722,88,2.0,9.78,12,0.82,2,4,2,1,1,1,0,
10708,11064,33.0,117550.0,232961.0,465,56,4.0,18.59,36,0.74,1,3,1,0,0,5,0,
10709,11065,47.0,16515.0,205865.0,421,60,4.0,4.96,12,0.68,1,4,2,1,0,3,1,
10710,11066,64.0,66317.0,44255.0,615,117,2.0,23.7,60,0.59,3,2,1,0,1,2,0,
10711,11068,60.0,129688.0,131814.590994711,537,97,3.0,22.57,12,0.66,4,3,1,1,0,1,0,
10712,11069,30.0,29334.0,242660.0,482,21,2.0,3.08,36,0.59,3,2,2,1,1,2,1,
10713,11070,52.0,147713.0,130612.0,320,39,3.0,5.1,36,0.69,3,3,2,1,0,5,0,
10714,11071,53.0,80129.8897460505,131814.590994711,612,37,2.0,17.86,12,0.21,2,2,3,0,1,5,0,
10715,11072,42.0,29560.0,236741.0,572,8,3.0,19.62,24,0.89,1,4,2,1,1,5,0,
10716,11073,65.0,34046.0,143099.0,512,108,3.0,14.96,24,0.6,1,3,2,1,1,1,1,
10717,11074,64.0,20745.0,131814.590994711,670,78,2.0,7.05,12,0.61,1,1,1,0,0,3,0,
10718,11075,66.0,37790.0,78626.0,301,48,1.0,20.67,60,0.31,2,4,2,1,1,2,1,
10719,11076,44.3232547279944,38166.0,23889.0,435,104,1.0,19.69,60,0.78,3,4,1,1,1,1,1,
10720,11077,21.0,80129.8897460505,34713.0,710,77,2.0,22.07,36,0.26,2,1,3,1,0,2,0,
10721,11078,34.0,80129.8897460505,195579.0,628,60,1.0,20.55,12,0.66,3,1,2,1,1,2,1,
10722,11079,36.0,112949.0,93844.0,499,31,4.0,10.52,48,0.73,2,4,1,1,0,4,1,
10723,11080,25.0,21842.0,109022.0,430,4,4.0,11.11,24,0.87,1,4,1,0,0,3,1,
10724,11081,18.0,96575.0,46134.0,643,108,2.0,10.86,24,0.43,4,2,1,0,1,2,1,
10725,11082,38.0,76267.0,229458.0,833,14,4.0,23.11,12,0.25,4,3,3,1,1,2,0,
10726,11083,50.0,80129.8897460505,248386.0,650,90,1.0,13.08,60,0.47,1,2,3,0,0,4,0,
10727,11084,35.0,101229.0,131814.590994711,407,54,1.0,22.35,24,0.37,2,2,1,0,0,3,1,
10728,11085,69.0,80129.8897460505,197295.0,576,6,2.52142419914303,19.02,60,0.66,4,1,2,1,0,3,0,
10729,11086,44.3232547279944,86028.0,139859.0,543,18,1.0,22.03,36,0.65,2,4,1,1,0,4,0,
10730,11087,55.0,107348.0,169304.0,581,112,2.0,23.71,12,0.63,4,3,2,0,1,2,1,
10731,11088,34.0,116176.0,230249.0,456,15,3.0,21.63,36,0.78,2,4,1,0,0,2,0,
10732,11089,40.0,134748.0,148564.0,766,32,1.0,14.0743642237595,60,0.15,1,4,3,0,0,1,0,
10733,11090,50.0,129568.0,47250.0,486,116,4.0,24.44,60,0.29,2,4,3,0,0,2,1,
10734,11091,34.0,80129.8897460505,202973.0,526,104,2.0,8.36,36,0.43,3,2,2,1,0,5,0,
10735,11092,67.0,102920.0,203116.0,1062,33,3.0,9.24,12,0.49,1,3,2,1,0,4,1,
10736,11093,30.0,107472.0,112491.0,491,12,1.0,21.25,60,0.56,3,1,1,0,1,3,0,
10737,11094,44.3232547279944,15519.0,164721.0,532,14,1.0,9.78,12,0.43,3,2,2,0,0,2,1,
10738,11095,59.0,61523.0,88398.0,668,113,4.0,12.75,48,0.63,2,4,1,1,1,1,0,
10739,11096,63.0,131657.0,175745.0,565,54,2.0,21.88,60,0.86,4,3,1,1,1,1,1,
10740,11097,44.3232547279944,42645.0,143128.0,349,38,1.0,13.75,60,0.65,1,1,1,0,1,1,1,
10741,11098,67.0,25526.0,193718.0,842,62,2.0,18.7,36,0.14,3,3,2,0,0,2,0,
10742,11099,31.0,15814.0,105181.0,749,8,4.0,10.36,36,0.28,2,2,3,0,1,4,0,
10743,11100,20.0,34862.0,159368.0,757,1,4.0,23.16,48,0.64,1,1,1,1,0,1,0,
10744,11101,44.3232547279944,91651.0,17372.0,655,75,3.0,15.26,60,0.27,1,1,1,1,0,2,1,
10745,11102,26.0,112711.0,224464.0,640,114,4.0,5.45,48,0.7,2,3,1,1,1,3,0,
10746,11103,62.0,21931.0,8954.0,476,76,3.0,14.0743642237595,24,0.7,3,3,1,1,1,5,1,
10747,11104,31.0,123134.0,186187.0,795,51,3.0,11.07,60,0.33,1,2,2,1,0,2,1,
10748,11105,23.0,125532.0,207966.0,1011,68,1.0,16.44,48,0.51,3,2,1,1,0,4,1,
10749,11106,18.0,149099.0,6385.0,838,28,4.0,15.91,60,0.25,2,3,3,1,0,2,1,
10750,11107,41.0,134741.0,141556.0,458,40,4.0,5.29,60,0.75,2,1,3,0,0,5,0,
10751,11108,29.0,126702.0,185921.0,458,69,2.0,6.47,60,0.33,4,2,1,0,1,5,1,
10752,11109,65.0,129882.0,14255.0,726,37,3.0,8.36,24,0.29,2,1,2,0,0,5,1,
10753,11110,26.0,98920.0,51418.0,359,45,1.0,8.81,24,0.15,4,4,1,1,2,4,1,
10754,11111,44.3232547279944,80129.8897460505,210427.0,400,81,4.0,8.37,48,0.57,1,4,1,0,0,5,0,
10755,11112,27.0,80129.8897460505,125706.0,631,58,4.0,11.27,36,0.16,2,3,3,3,0,3,0,
10756,11113,60.0,20016.0,136935.0,632,71,3.0,20.87,12,0.44,1,2,1,1,1,4,1,
10757,11114,37.0,26064.0,148295.0,820,34,2.0,19.56,12,0.81,4,4,2,0,0,3,1,
10758,11115,25.0,43592.0,239743.0,447,78,3.0,14.0743642237595,24,0.36,3,1,3,1,1,5,0,
10759,11116,44.3232547279944,131350.0,249873.0,647,16,2.0,15.5,12,0.72,1,3,2,0,1,2,1,
10760,11117,44.3232547279944,37083.0,77865.0,726,119,4.0,14.0743642237595,36,0.87,2,1,1,1,0,1,0,
10761,11118,59.0,57703.0,88050.0,635,53,3.0,15.32,24,0.34,4,2,3,1,0,1,0,
10762,11119,37.0,73440.0,178814.0,699,47,3.0,8.65,12,0.17,4,3,1,1,1,3,0,
10763,11120,67.0,104267.0,132039.0,333,116,2.0,4.87,48,0.52,2,2,1,1,0,5,0,
10764,11121,56.0,80129.8897460505,148486.0,561,44,4.0,5.32,36,0.41,3,3,2,0,1,4,0,
10765,11122,30.0,80129.8897460505,85000.0,846,28,2.0,14.0743642237595,48,0.31,3,4,1,1,0,5,0,
10766,11123,65.0,80129.8897460505,165936.0,463,65,4.0,4.87,60,0.19,3,1,3,0,0,2,0,
10767,11124,63.0,22240.0,210475.0,662,12,3.0,17.0,12,0.47,3,2,3,1,0,4,1,
10768,11125,37.0,80129.8897460505,104703.0,677,6,3.0,14.24,36,0.22,1,1,1,0,1,5,0,
10769,11126,37.0,104915.0,95683.0,424,96,2.0,18.87,12,0.59,1,4,3,0,1,1,0,
10770,11127,28.0,141517.0,7360.0,464,101,1.0,6.88,24,0.56,2,2,1,1,0,1,1,
10771,11128,40.0,124317.0,199628.0,687,76,2.0,16.97,24,0.53,2,1,3,1,1,2,0,
10772,11129,53.0,137020.0,27203.0,301,76,2.0,19.56,36,0.14,1,1,1,0,0,1,0,
10773,11130,36.0,119083.0,181582.0,302,67,4.0,22.14,48,0.87,3,3,1,0,1,1,0,
10774,11131,44.0,78348.0,242810.0,344,74,3.0,5.12,60,0.36,4,2,3,1,1,1,1,
10775,11132,26.0,73356.0,95962.0,411,119,1.0,17.33,48,0.46,2,1,2,0,0,4,1,
10776,11133,44.3232547279944,117085.0,206616.0,608,53,3.0,12.2,48,0.58,2,1,2,1,1,2,1,
10777,11134,37.0,95669.0,240209.0,655,72,2.0,11.94,60,0.83,4,4,1,0,1,2,0,
10778,11135,44.3232547279944,78466.0,111710.0,441,21,4.0,14.57,36,0.46,3,3,1,1,1,2,1,
10779,11136,44.3232547279944,80129.8897460505,28071.0,733,21,1.0,13.22,48,0.43,3,3,2,1,0,2,0,
10780,11137,52.0,38545.0,111360.0,653,57,2.0,6.46,12,0.16,2,1,2,1,1,3,1,
10781,11138,28.0,125959.0,80936.0,508,45,1.0,3.46,48,0.81,1,4,1,0,0,3,0,
10782,11139,30.0,80129.8897460505,131814.590994711,741,32,3.0,19.59,12,0.9,1,1,2,0,0,2,1,
10783,11140,47.0,68146.0,91737.0,643,15,1.0,9.12,12,0.39,1,2,1,1,0,5,1,
10784,11141,51.0,17404.0,101648.0,584,58,4.0,14.0743642237595,12,0.2,2,3,1,1,1,5,0,
10785,11142,26.0,87083.0,66526.0,603,56,1.0,19.3,12,0.67,2,4,1,1,0,4,0,
10786,11143,59.0,68014.0,11572.0,543,75,4.0,5.63,60,0.76,3,3,3,0,0,2,0,
10787,11144,61.0,80129.8897460505,59441.0,685,116,3.0,6.53,60,0.74,1,1,1,0,0,1,1,
10788,11145,47.0,88265.0,71721.0,398,9,1.0,15.07,48,0.16,1,3,3,0,1,5,1,
10789,11146,37.0,93174.0,249269.0,561,110,1.0,24.2,12,0.17,4,2,3,0,1,3,1,
10790,11147,55.0,47180.0,19714.0,587,14,4.0,19.2,48,0.14,4,4,1,0,1,3,1,
10791,11148,44.3232547279944,126337.0,106769.0,1051,10,2.0,18.26,24,0.87,1,3,1,0,1,1,0,
10792,11149,63.0,36104.0,164255.0,622,67,2.0,11.84,48,0.25,4,4,1,0,1,5,0,
10793,11150,33.0,106517.0,140941.0,670,65,2.0,18.83,12,0.45,1,3,1,0,0,5,0,
10794,11151,65.0,33524.0,237375.0,578,10,3.0,17.37,12,0.57,1,4,1,1,0,5,0,
10795,11152,21.0,48535.0,200289.0,331,4,4.0,10.87,24,0.6,2,2,1,0,1,3,0,
10796,11153,62.0,73904.0,131814.590994711,644,86,1.0,11.76,60,0.2,3,4,1,1,1,5,1,
10797,11154,53.0,115332.0,167205.0,822,97,2.0,4.31,36,0.38,4,4,1,0,1,5,0,
10798,11155,24.0,44630.0,124658.0,703,38,1.0,6.47,60,0.62,3,4,1,0,1,1,1,
10799,11156,24.0,17869.0,133965.0,570,100,3.0,11.2,60,0.18,2,4,3,1,0,2,1,
10800,11157,27.0,38428.0,134615.0,609,39,3.0,18.64,12,0.1,2,4,3,0,0,5,1,
10801,11158,50.0,55592.0,177670.0,381,114,1.0,16.31,60,0.89,1,3,3,1,1,2,1,
10802,11159,50.0,17339.0,67310.0,804,17,4.0,10.6,24,0.77,3,3,3,1,0,4,0,
10803,11160,55.0,132448.0,131814.590994711,489,65,2.0,6.34,36,0.2,4,1,2,0,0,2,0,
10804,11163,39.0,33284.0,228976.0,799,14,1.0,17.33,12,0.25,2,4,3,1,0,1,0,
10805,11164,43.0,105128.0,98330.0,502,109,4.0,2.08,36,0.52,3,1,2,0,1,1,1,
10806,11165,44.3232547279944,128438.0,79170.0,831,32,2.0,15.41,36,0.62,2,4,2,1,0,2,0,
10807,11166,33.0,122996.0,229638.0,715,4,4.0,11.1,24,0.78,4,3,2,0,0,4,0,
10808,11167,42.0,89178.0,133886.0,1014,66,1.0,24.4,24,0.9,1,4,1,1,0,2,1,
10809,11168,35.0,77620.0,158008.0,686,113,2.0,22.88,24,0.3,3,3,1,0,1,4,0,
10810,11169,40.0,24056.0,98805.0,497,113,3.0,21.18,24,0.16,2,4,2,1,1,5,0,
10811,11170,69.0,70676.0,170983.0,768,5,2.0,3.88,24,0.78,1,1,2,0,1,2,0,
10812,11171,49.0,91115.0,155970.0,359,23,1.0,23.44,60,0.13,1,2,2,1,1,1,1,
10813,11172,41.0,93284.0,124700.0,735,23,2.0,3.87,36,0.47,3,2,2,3,0,1,0,
